tab 	sites
age	age_high	age_low	age_sigma	age_unit	analysts	citations	criteria	description	dir_alpha95	dir_dec	dir_inc	dir_k	dir_n_specimens	geologic_classes	geologic_types	height	int_abs	int_abs_max	int_abs_min	int_abs_sigma	int_abs_sigma_perc	int_n_samples	int_n_specimens	lat	lithologies	location	lon	method_codes	result_quality	site	software_packages	specimens	vadm	vadm_n_samples	vadm_sigma	vgp_lat	vgp_lon
	5.0	0.0		Ma		This study:10.1029/2022GC010473								Extrusive:Igneous	Volcanic Other		2.85e-05	3.32e-05	2.0600000000000003e-05					32.91004	Basalt	Golan Heights	35.76312	IE-BICEP	b	GHI04							
0.1679	5.0	0.0	0.01275	Ma		This study:10.1029/2022GC010473		paleointensity mean						Extrusive:Igneous	Volcanic Other		2.26e-05	2.5e-05	1.97e-05	3.04e-06	13.22	9	8	32.96051	Basalt	Golan Heights	35.86224	IE-BICEP	g	GHI05	pmagpy-4.2.98: thellier_gui.pmagpy-4.2.98		4.33e+22		5.72e+21		
0.1145	5.0	0.0	0.00425	Ma		This study:10.1029/2022GC010473		paleointensity mean						Extrusive:Igneous	Volcanic Other		2.74e-05	2.85e-05	2.64e-05	1.79e-06	6.56	2	2	33.06958	Basalt	Golan Heights	35.77143	IE-BICEP	g	GHI06	pmagpy-4.2.98: thellier_gui.pmagpy-4.2.98		5.13e+22		3.36e+21		
0.6805	5.0	0.0	0.00915	Ma		This study:10.1029/2022GC010473								Extrusive:Igneous	Volcanic Other		4.09e-05	4.77e-05	3.3600000000000004e-05					33.08581	Basalt	Golan Heights	35.75589	IE-BICEP	b	GHI07							
0.6805	5.0	0.0	0.00915	Ma		This study:10.1029/2022GC010473		paleointensity mean						Extrusive:Igneous	Volcanic Other		2.32e-05	2.52e-05	2.1e-05	1.94e-06	8.32	6	6	33.08581	Basalt	Golan Heights	35.75589	IE-BICEP	g	GHI07C	pmagpy-4.2.98: thellier_gui.pmagpy-4.2.98		4.38e+22		3.65e+21		
0.7676	5.0	0.0	0.00895	Ma		10.1029/2022GC010473								Extrusive:Igneous	Volcanic Other									33.17882	Basalt	Golan Heights	35.79236	LP-PI-TRM	b	GHI08							
0.0894	5.0	0.0	0.00125	Ma		10.1029/2022GC010473		paleointensity mean						Extrusive:Igneous	Volcanic Other		3.33e-05			3.59e-06	10.78	4	4	33.1943	Basalt	Golan Heights	35.75293	LP-PI-TRM:LP-PI-BT-IZZI:LP-PI-ALT-PTRM:IE-TT	g	GHI09	pmagpy-4.2.98: thellier_gui.pmagpy-4.2.98		6.25e+22		6.74e+21		
0.6149	5.0	0.0	0.01745	Ma		This study:10.1029/2022GC010473								Extrusive:Igneous	Volcanic Other		1.98e-05	2.15e-05	1.8100000000000003e-05	1.3499999999999998e-06	6.617647058823528		4347	33.05168	Basalt	Golan Heights	35.84968	IE-BICEP	g	GHI10			3.834865883518543e+22		2.5377788935049173e+21		
	5.0	0.0		Ma		10.1029/2022GC010473								Extrusive:Igneous	Volcanic Other									32.44972222	Basalt	Golan Heights	35.46383796	LP-PI-TRM	b	GHI11							
	5.0	0.0		Ma		10.1029/2022GC010473								Extrusive:Igneous	Volcanic Other									32.71722222	Basalt	Golan Heights	35.55028241	LP-PI-TRM	b	GHI12							
	5.0	0.0		Ma		10.1029/2022GC010473								Extrusive:Igneous	Volcanic Other									32.80527778	Basalt	Golan Heights	35.457625	LP-PI-TRM	b	GHI13							
	5.0	0.0		Ma		10.1029/2022GC010473								Extrusive:Igneous	Volcanic Other									32.80555556	Basalt	Golan Heights	35.45818981	LP-PI-TRM	b	GHI14							
	5.0	0.0		Ma		10.1029/2022GC010473								Extrusive:Igneous	Volcanic Other									32.80555556	Basalt	Golan Heights	35.45818981	LP-PI-TRM	b	GHI15							
	5.0	0.0		Ma		10.1029/2022GC010473								Extrusive:Igneous	Volcanic Other									33.02555556	Basalt	Golan Heights	35.49632407	LP-PI-TRM	b	GHI16							
	5.0	0.0		Ma		10.1029/2022GC010473								Extrusive:Igneous	Volcanic Other									33.02555556	Basalt	Golan Heights	35.49632407	LP-PI-TRM	b	GHI17							
1.67	5.0	0.0	0.02	Ma		This study:10.1029/2022GC010473		paleointensity mean						Extrusive:Igneous	Volcanic Other		3.73e-05	4.36e-05	3.09e-05	3.6e-06	10.79	3	3	33.02583333	Basalt	Golan Heights	35.49491204	IE-BICEP	g	GHI18	pmagpy-4.2.98: thellier_gui.pmagpy-4.2.98		6.28e+22		6.77e+21		
2.45	5.0	0.0	0.0113	Ma		This study:10.1029/2022GC010473								Extrusive:Igneous	Volcanic Other		3.28e-05	3.94e-05	2.71e-05	3.075e-06	9.375000000000002		4347	32.99527778	Basalt	Golan Heights	35.52598611	IE-BICEP	g	GHI19			6.170264349896369e+22		5.784622828027847e+21		
1.65	5.0	0.0	0.01	Ma		This study:10.1029/2022GC010473		paleointensity mean						Extrusive:Igneous	Volcanic Other		3.18e-05	3.35e-05	2.99e-05	1.63e-06	4.86	7	7	32.92629	Basalt	Golan Heights	35.84994	IE-BICEP	g	GHI20	pmagpy-4.2.98: thellier_gui.pmagpy-4.2.98		6.33e+22		3.07e+21		
1.6765	5.0	0.0	0.0151	Ma		This study:10.1029/2022GC010473		paleointensity mean						Extrusive:Igneous	Volcanic Other		2.36e-05	2.56e-05	2.17e-05	1.36e-06	6.33	3	4	32.92629	Basalt	Golan Heights	35.84994	IE-BICEP	g	GHI21	pmagpy-4.2.98: thellier_gui.pmagpy-4.2.98		4.05e+22		2.56e+21		
	5.0	0.0		Ma		10.1029/2022GC010473								Extrusive:Igneous	Volcanic Other									32.92629	Basalt	Golan Heights	35.84994	LP-PI-TRM	b	GHI22							
	5.0	0.0		Ma		10.1029/2022GC010473								Extrusive:Igneous	Volcanic Other									33.24919	Basalt	Golan Heights	35.7894	LP-PI-TRM	b	GHI23							
3.33	5.0	0.0	0.01	Ma		10.1029/2022GC010473								Extrusive:Igneous	Volcanic Other									33.248483	Basalt	Golan Heights	35.79011	LP-PI-TRM	b	GHI24							
0.8723	5.0	0.0	0.00265	Ma		This study:10.1029/2022GC010473		paleointensity mean						Extrusive:Igneous	Volcanic Other		5.29e-05	6.08e-05	4.47e-05	4.13e-06	7.1	4	4	33.218726	Basalt	Golan Heights	35.777062	IE-BICEP	g	GHI25	pmagpy-4.2.98: thellier_gui.pmagpy-4.2.98		1.09e+23		7.75e+21		
0.8704	5.0	0.0	0.00845	Ma		This study:10.1029/2022GC010473		paleointensity mean						Extrusive:Igneous	Volcanic Other		5e-05	5.37e-05	4.6200000000000005e-05	1.42e-06	2.91	6	6	33.22	Basalt	Golan Heights	35.77683333	IE-BICEP	g	GHI26	pmagpy-4.2.98: thellier_gui.pmagpy-4.2.98		9.17e+22		2.66e+21		
1.1498	5.0	0.0	0.0174	Ma		This study:10.1029/2022GC010473		paleointensity mean						Extrusive:Igneous	Volcanic Other		3.69e-05	4.06e-05	3.35e-05	2.5e-06	6.71	6	6	33.2125	Basalt	Golan Heights	35.78615741	IE-BICEP	g	GHI27	pmagpy-4.2.98: thellier_gui.pmagpy-4.2.98		7e+22		4.69e+21		
1.1912	5.0	0.0	0.0076	Ma		This study:10.1029/2022GC010473		paleointensity mean						Extrusive:Igneous	Volcanic Other		2.8e-05	3.3700000000000006e-05	2.15e-05	2.2e-06	6.81	5	5	33.2125	Basalt	Golan Heights	35.78615741	IE-BICEP	g	GHI28	pmagpy-4.2.98: thellier_gui.pmagpy-4.2.98		6.06e+22		4.13e+21		
0.7496	5.0	0.0	0.04725	Ma		This study:10.1029/2022GC010473		paleointensity mean						Extrusive:Igneous	Volcanic Other		3.1100000000000004e-05	3.32e-05	2.87e-05	2.26e-06	7.71	6	6	33.17944444	Basalt	Golan Heights	35.79321759	IE-BICEP	g	GHI29	pmagpy-4.2.98: thellier_gui.pmagpy-4.2.98		5.5e+22		4.24e+21		
1.2317	5.0	0.0	0.03785	Ma		10.1029/2022GC010473								Extrusive:Igneous	Volcanic Other									33.18205556	Basalt	Golan Heights	35.79858333	LP-PI-TRM	b	GHI30							
	5.0	0.0		Ma		10.1029/2022GC010473								Extrusive:Igneous	Volcanic Other									33.141	Basalt	Golan Heights	35.679	LP-PI-TRM	b	GHI31							
	5.0	0.0		Ma		10.1029/2022GC010473								Extrusive:Igneous	Volcanic Other									33.141	Basalt	Golan Heights	35.68	LP-PI-TRM	b	GHI32							
	5.0	0.0		Ma		10.1029/2022GC010473								Extrusive:Igneous	Volcanic Other									33.141	Basalt	Golan Heights	35.68	LP-PI-TRM	b	GHI33							
	5.0	0.0		Ma		10.1029/2022GC010473								Extrusive:Igneous	Volcanic Other									33.141	Basalt	Golan Heights	35.68	LP-PI-TRM	b	GHI34							
	5.0	0.0		Ma		10.1029/2022GC010473								Extrusive:Igneous	Volcanic Other									33.141	Basalt	Golan Heights	35.68	LP-PI-TRM	b	GHI35							
	5.0	0.0		Ma		10.1029/2022GC010473								Extrusive:Igneous	Volcanic Other									33.141	Basalt	Golan Heights	35.68	LP-PI-TRM	b	GHI36							
	5.0	0.0		Ma		10.1029/2022GC010473								Extrusive:Igneous	Volcanic Other									33.142	Basalt	Golan Heights	35.679	LP-PI-TRM	b	GHI37							
	5.0	0.0		Ma		10.1029/2022GC010473								Extrusive:Igneous	Volcanic Other									33.142	Basalt	Golan Heights	35.679	LP-PI-TRM	b	GHI38							
0.8476	5.0	0.0	0.05825	Ma		This study:10.1029/2022GC010473		paleointensity mean						Extrusive:Igneous	Volcanic Other		1.48e-05	2.17e-05	5.9e-06	3.71e-06	20.71	3	3	33.141	Basalt	Golan Heights	35.682	IE-BICEP	g	GHI39	pmagpy-4.2.98: thellier_gui.pmagpy-4.2.98		3.36e+22		6.97e+21		
0.7736	5.0	0.0	0.09745	Ma		This study:10.1029/2022GC010473								Extrusive:Igneous	Volcanic Other		7.1e-06	9.8e-06	4.7e-06	1.2000000000000002e-06	19.354838709677423		4347	33.141	Basalt	Golan Heights	35.682	IE-BICEP	g	GHI40			1.164183033063246e+22		2.253257483348219e+21		
0.7902	5.0	0.0	0.0029	Ma		This study:10.1029/2022GC010473								Extrusive:Igneous	Volcanic Other		7.1e-06	1e-05	4.7e-06	1.725e-06	41.07142857142858		4347	33.141	Basalt	Golan Heights	35.683	IE-BICEP	g	GHI41			7.886401191718763e+21		3.239057632313064e+21		
	5.0	0.0		Ma		10.1029/2022GC010473								Extrusive:Igneous	Volcanic Other									33.141	Basalt	Golan Heights	35.683	LP-PI-TRM	b	GHI42							
	5.0	0.0		Ma		10.1029/2022GC010473								Extrusive:Igneous	Volcanic Other									33.143	Basalt	Golan Heights	35.687	LP-PI-TRM	b	GHI43							
1.4369	5.0	0.0	0.00975	Ma		This study:10.1029/2022GC010473		paleointensity mean						Extrusive:Igneous	Volcanic Other		4.89e-05	5.260000000000001e-05	4.56e-05	1.7e-06	3.77	4	4	33.042	Basalt	Golan Heights	35.836	IE-BICEP	g	GHI44	pmagpy-4.2.98: thellier_gui.pmagpy-4.2.98		8.5e+22		3.2e+21		
	5.0	0.0		Ma		10.1029/2022GC010473								Extrusive:Igneous	Volcanic Other									33.042	Basalt	Golan Heights	35.836	LP-PI-TRM	b	GHI45							
2.7442	5.0	0.0	0.02375	Ma		This study:10.1029/2022GC010473								Extrusive:Igneous	Volcanic Other		6.12e-05	7.54e-05	5.12e-05					32.86829	Basalt	Golan Heights	35.82905	IE-BICEP	b	GHI46							
0.9699	5.0	0.0	0.0318	Ma		10.1029/2022GC010473								Extrusive:Igneous	Volcanic Other									33.094	Basalt	Golan Heights	35.752	LP-PI-TRM	b	GHI47							
0.7231	5.0	0.0	0.0162	Ma		10.1029/2022GC010473								Extrusive:Igneous	Volcanic Other									33.085	Basalt	Golan Heights	35.753	LP-PI-TRM	b	GHI48							
0.1162	5.0	0.0	0.0044	Ma		10.1029/2022GC010473								Extrusive:Igneous	Volcanic Other									33.065	Basalt	Golan Heights	35.749	LP-PI-TRM	b	GHI49							
	5.0	0.0		Ma		10.1029/2022GC010473								Extrusive:Igneous	Volcanic Other									33.065	Basalt	Golan Heights	35.749	LP-PI-TRM	b	GHI50							
	5.0	0.0		Ma		10.1029/2022GC010473								Extrusive:Igneous	Volcanic Other									33.004	Basalt	Golan Heights	35.684	LP-PI-TRM	b	GHI51							
	5.0	0.0		Ma		10.1029/2022GC010473								Extrusive:Igneous	Volcanic Other									33.004	Basalt	Golan Heights	35.684	LP-PI-TRM	b	GHI52							
