tab 	samples
azimuth	citations	dip	geologic_classes	geologic_types	height	lat	lithologies	lon	method_codes	sample	site
301.0	This study:10.1029/2008GC002072	-30.5	Extrusive:Igneous	Lava Flow		-78.21		166.57	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD	mc131f	mc1131
41.2	This study:10.1029/2008GC002072	-47.5	Extrusive:Igneous	Lava Flow		-78.21		166.57	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD	mc131g	mc1131
35.9	This study:10.1029/2008GC002072	-44.5	Extrusive:Igneous	Lava Flow		-78.21		166.57	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD	mc131k	mc1131
55.9	This study:10.1029/2008GC002072	-19.0	Extrusive:Igneous	Lava Flow		-78.21		166.55	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD	mc132a	mc1132
182.2	This study:10.1029/2008GC002072	-18.0	Extrusive:Igneous	Lava Flow		-78.21		166.55	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD	mc132c	mc1132
211.4	This study:10.1029/2008GC002072	-19.0	Extrusive:Igneous	Lava Flow		-78.21		166.55	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD	mc132d	mc1132
124.8	This study:10.1029/2008GC002072	-20.5	Extrusive:Igneous	Lava Flow		-78.21		166.55	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD	mc132e	mc1132
169.5	This study:10.1029/2008GC002072	-16.0	Extrusive:Igneous	Lava Flow		-78.21		166.55	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD	mc132f	mc1132
50.4	This study:10.1029/2008GC002072	-10.0	Extrusive:Igneous	Lava Flow		-78.21		166.55	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD	mc132g	mc1132
51.1	This study:10.1029/2008GC002072	-9.0	Extrusive:Igneous	Lava Flow		-78.21		166.55	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD	mc132h	mc1132
275.2	This study:10.1029/2008GC002072	-36.0	Extrusive:Igneous	Lava Flow		-78.21		166.55	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD	mc132i	mc1132
285.4	This study:10.1029/2008GC002072	-36.0	Extrusive:Igneous	Lava Flow		-78.21		166.55	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD	mc132j	mc1132
280.5	This study:10.1029/2008GC002072	-25.0	Extrusive:Igneous	Lava Flow		-78.21		166.55	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD	mc132k	mc1132
319.2	This study:10.1029/2008GC002072	-26.0	Extrusive:Igneous	Lava Flow		-78.21		166.55	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD	mc132l	mc1132
299.9	This study:10.1029/2008GC002072	-58.5	Extrusive:Igneous	Lava Flow		-78.2		166.58	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD	mc133b	mc1133
34.0	This study:10.1029/2008GC002072	-58.5	Extrusive:Igneous	Lava Flow		-78.2		166.58	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD	mc133d	mc1133
20.3	This study:10.1029/2008GC002072	-12.0	Extrusive:Igneous	Lava Flow		-78.2		166.58	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD	mc133f	mc1133
39.5	This study:10.1029/2008GC002072	-68.0	Extrusive:Igneous	Lava Flow		-78.2		166.58	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD	mc133g	mc1133
15.9	This study:10.1029/2008GC002072	-56.0	Extrusive:Igneous	Lava Flow		-78.2		166.58	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD	mc133h	mc1133
20.5	This study:10.1029/2008GC002072	-60.0	Extrusive:Igneous	Lava Flow		-78.2		166.58	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD	mc133j	mc1133
86.4	This study:10.1029/2008GC002072	-62.0	Extrusive:Igneous	Lava Flow		-78.2		166.58	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD	mc133l	mc1133
98.2	This study:10.1029/2008GC002072	-31.0	Extrusive:Igneous	Lava Flow		-78.22		166.61	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD	mc134a	mc1134
59.0	This study:10.1029/2008GC002072	-49.0	Extrusive:Igneous	Lava Flow		-78.22		166.61	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD	mc134c	mc1134
113.8	This study:10.1029/2008GC002072	-23.0	Extrusive:Igneous	Lava Flow		-78.22		166.61	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD	mc134e	mc1134
163.4	This study:10.1029/2008GC002072	-20.0	Extrusive:Igneous	Lava Flow		-78.22		166.61	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD	mc134f	mc1134
1.7	This study:10.1029/2008GC002072	-49.0	Extrusive:Igneous	Lava Flow		-78.22		166.61	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD	mc134k	mc1134
23.7	This study:10.1029/2008GC002072	-66.5	Extrusive:Igneous	Lava Flow		-78.23		166.57	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD	mc135a	mc1135
11.6	This study:10.1029/2008GC002072	-63.5	Extrusive:Igneous	Lava Flow		-78.23		166.57	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD	mc135b	mc1135
211.5	This study:10.1029/2008GC002072	-13.0	Extrusive:Igneous	Lava Flow		-78.23		166.57	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD	mc135c	mc1135
230.2	This study:10.1029/2008GC002072	-11.0	Extrusive:Igneous	Lava Flow		-78.23		166.57	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD	mc135d	mc1135
161.4	This study:10.1029/2008GC002072	-10.0	Extrusive:Igneous	Lava Flow		-78.23		166.57	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD	mc135e	mc1135
11.5	This study:10.1029/2008GC002072	-39.5	Extrusive:Igneous	Lava Flow		-78.23		166.57	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD	mc135h	mc1135
43.2	This study:10.1029/2008GC002072	-24.0	Extrusive:Igneous	Lava Flow		-78.23		166.57	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD	mc135i	mc1135
75.2	This study:10.1029/2008GC002072	-38.0	Extrusive:Igneous	Lava Flow		-78.28		163.33	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD	mc136a	mc1136
87.4	This study:10.1029/2008GC002072	-14.0	Extrusive:Igneous	Lava Flow		-78.28		163.33	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD	mc136c	mc1136
114.6	This study:10.1029/2008GC002072	-43.0	Extrusive:Igneous	Lava Flow		-78.28		163.33	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD	mc136d	mc1136
86.3	This study:10.1029/2008GC002072	-34.0	Extrusive:Igneous	Lava Flow		-78.28		163.33	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD	mc136e	mc1136
125.5	This study:10.1029/2008GC002072	-44.0	Extrusive:Igneous	Lava Flow		-78.28		163.33	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD	mc136g	mc1136
138.7	This study:10.1029/2008GC002072	-59.5	Extrusive:Igneous	Lava Flow		-78.28		163.33	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD	mc136h	mc1136
139.9	This study:10.1029/2008GC002072	-64.0	Extrusive:Igneous	Lava Flow		-78.28		163.33	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD	mc136i	mc1136
177.1	This study:10.1029/2008GC002072	-77.5	Extrusive:Igneous	Lava Flow		-78.26		163.26	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD	mc137a	mc1137
151.8	This study:10.1029/2008GC002072	-70.0	Extrusive:Igneous	Lava Flow		-78.26		163.26	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD	mc137d	mc1137
191.6	This study:10.1029/2008GC002072	-41.0	Extrusive:Igneous	Lava Flow		-78.26		163.26	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD	mc137h	mc1137
177.1	This study:10.1029/2008GC002072	-60.5	Extrusive:Igneous	Lava Flow		-78.26		163.26	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD	mc137j	mc1137
220.0	This study:10.1029/2008GC002072	-73.0	Extrusive:Igneous	Lava Flow		-78.26		163.26	FS-LOC-GPS:SO-GPS-DIFF:SO-POM:FS-FD	mc137l	mc1137
119.5	This study:10.1029/2008GC002072	-58.0	Extrusive:Igneous	Lava Flow		-78.26		163.24	FS-LOC-GPS:SO-GPS-DIFF:SO-POM:FS-FD	mc138a	mc1138
130.5	This study:10.1029/2008GC002072	-61.0	Extrusive:Igneous	Lava Flow		-78.26		163.24	FS-LOC-GPS:SO-GPS-DIFF:SO-POM:FS-FD	mc138b	mc1138
135.5	This study:10.1029/2008GC002072	-56.0	Extrusive:Igneous	Lava Flow		-78.26		163.24	FS-LOC-GPS:SO-GPS-DIFF:SO-POM:FS-FD	mc138d	mc1138
62.0	This study:10.1029/2008GC002072	-33.0	Extrusive:Igneous	Lava Flow		-78.26		163.24	FS-LOC-GPS:SO-GPS-DIFF:SO-POM:FS-FD	mc138g	mc1138
64.0	This study:10.1029/2008GC002072	-28.0	Extrusive:Igneous	Lava Flow		-78.26		163.24	FS-LOC-GPS:SO-GPS-DIFF:SO-POM:FS-FD	mc138h	mc1138
353.9	This study:10.1029/2008GC002072	-63.0	Extrusive:Igneous	Lava Flow		-78.26		163.08	FS-LOC-GPS:SO-GPS-DIFF:SO-POM:FS-FD	mc139a	mc1139
342.4	This study:10.1029/2008GC002072	-65.5	Extrusive:Igneous	Lava Flow		-78.26		163.08	FS-LOC-GPS:SO-GPS-DIFF:SO-POM:FS-FD	mc139c	mc1139
348.2	This study:10.1029/2008GC002072	-62.5	Extrusive:Igneous	Lava Flow		-78.26		163.08	FS-LOC-GPS:SO-GPS-DIFF:SO-POM:FS-FD	mc139d	mc1139
349.9	This study:10.1029/2008GC002072	-59.5	Extrusive:Igneous	Lava Flow		-78.26		163.08	FS-LOC-GPS:SO-GPS-DIFF:SO-POM:FS-FD	mc139e	mc1139
26.2	This study:10.1029/2008GC002072	-57.0	Extrusive:Igneous	Lava Flow		-78.26		163.08	FS-LOC-GPS:SO-GPS-DIFF:SO-POM:FS-FD	mc139h	mc1139
334.2	This study:10.1029/2008GC002072	-47.5	Extrusive:Igneous	Lava Flow		-78.26		163.08	FS-LOC-GPS:SO-GPS-DIFF:SO-POM:FS-FD	mc139j	mc1139
1.0	This study:10.1029/2008GC002072	-58.0	Extrusive:Igneous	Lava Flow		-77.64		166.41	SO-SIGHT:FS-FD	mc13a	mc1302
10.0	This study:10.1029/2008GC002072	-71.0	Extrusive:Igneous	Lava Flow		-77.64		166.41	SO-SIGHT:FS-FD	mc13b	mc1302
345.0	This study:10.1029/2008GC002072	-81.0	Extrusive:Igneous	Lava Flow		-77.64		166.41	SO-SIGHT:FS-FD	mc13c	mc1302
353.0	This study:10.1029/2008GC002072	-42.0	Extrusive:Igneous	Lava Flow		-77.64		166.41	SO-SIGHT:FS-FD	mc13d	mc1302
9.0	This study:10.1029/2008GC002072	-59.0	Extrusive:Igneous	Lava Flow		-77.64		166.41	SO-SIGHT:FS-FD	mc13e	mc1302
341.0	This study:10.1029/2008GC002072	-76.0	Extrusive:Igneous	Lava Flow		-77.64		166.41	SO-SIGHT:FS-FD	mc13f	mc1302
26.0	This study:10.1029/2008GC002072	-70.0	Extrusive:Igneous	Lava Flow		-77.64		166.41	SO-SIGHT:FS-FD	mc13g	mc1302
24.0	This study:10.1029/2008GC002072	-54.0	Extrusive:Igneous	Lava Flow		-77.64		166.41	SO-SIGHT:FS-FD	mc13h	mc1302
290.3	This study:10.1029/2008GC002072	-79.0	Extrusive:Igneous	Lava Flow		-78.28		163.0	FS-LOC-GPS:SO-GPS-DIFF:SO-POM:FS-FD	mc140a	mc1140
303.8	This study:10.1029/2008GC002072	-80.5	Extrusive:Igneous	Lava Flow		-78.28		163.0	FS-LOC-GPS:SO-GPS-DIFF:SO-POM:FS-FD	mc140b	mc1140
281.8	This study:10.1029/2008GC002072	-85.0	Extrusive:Igneous	Lava Flow		-78.28		163.0	FS-LOC-GPS:SO-GPS-DIFF:SO-POM:FS-FD	mc140c	mc1140
295.3	This study:10.1029/2008GC002072	-82.0	Extrusive:Igneous	Lava Flow		-78.28		163.0	FS-LOC-GPS:SO-GPS-DIFF:SO-POM:FS-FD	mc140d	mc1140
293.8	This study:10.1029/2008GC002072	-66.0	Extrusive:Igneous	Lava Flow		-78.28		163.0	FS-LOC-GPS:SO-GPS-DIFF:SO-POM:FS-FD	mc140e	mc1140
295.8	This study:10.1029/2008GC002072	-68.5	Extrusive:Igneous	Lava Flow		-78.28		163.0	FS-LOC-GPS:SO-GPS-DIFF:SO-POM:FS-FD	mc140g	mc1140
302.3	This study:10.1029/2008GC002072	-82.5	Extrusive:Igneous	Lava Flow		-78.28		163.0	FS-LOC-GPS:SO-GPS-DIFF:SO-POM:FS-FD	mc140h	mc1140
302.8	This study:10.1029/2008GC002072	-72.0	Extrusive:Igneous	Lava Flow		-78.28		163.0	FS-LOC-GPS:SO-GPS-DIFF:SO-POM:FS-FD	mc140j	mc1140
25.4	This study:10.1029/2008GC002072	-62.0	Extrusive:Igneous	Lava Flow		-77.58		166.25	FS-LOC-GPS:SO-GPS-DIFF:SO-POM:FS-FD	mc141b	mc1141
29.9	This study:10.1029/2008GC002072	-57.0	Intrusive:Igneous	Volcanic Dike		-77.58		166.25	FS-LOC-GPS:SO-GPS-DIFF:SO-POM:FS-FD	mc141c	mc1141
53.2	This study:10.1029/2008GC002072	-54.0	Intrusive:Igneous	Volcanic Dike		-77.58		166.25	FS-LOC-GPS:SO-GPS-DIFF:SO-POM:FS-FD	mc141g	mc1141
38.2	This study:10.1029/2008GC002072	-58.0	Intrusive:Igneous	Volcanic Dike		-77.58		166.25	FS-LOC-GPS:SO-GPS-DIFF:SO-POM:FS-FD	mc141h	mc1141
83.9	This study:10.1029/2008GC002072	-74.5	Intrusive:Igneous	Volcanic Dike		-77.58		166.25	FS-LOC-GPS:SO-GPS-DIFF:SO-POM:FS-FD	mc141k	mc1141
31.2	This study:10.1029/2008GC002072	-35.5	Intrusive:Igneous	Volcanic Dike		-77.58		166.25	FS-LOC-GPS:SO-GPS-DIFF:SO-POM:FS-FD	mc141l	mc1141
138.4	This study:10.1029/2008GC002072	-68.5	Extrusive:Igneous	Lava Flow		-77.85		166.68	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD	mc142b	mc1142
81.9	This study:10.1029/2008GC002072	-32.5	Extrusive:Igneous	Lava Flow		-77.85		166.68	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD	mc142c	mc1142
101.4	This study:10.1029/2008GC002072	-33.0	Extrusive:Igneous	Lava Flow		-77.85		166.68	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD	mc142d	mc1142
54.1	This study:10.1029/2008GC002072	-33.5	Extrusive:Igneous	Lava Flow		-77.85		166.68	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD	mc142e	mc1142
87.9	This study:10.1029/2008GC002072	-37.0	Extrusive:Igneous	Lava Flow		-77.85		166.68	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD	mc142f	mc1142
106.8	This study:10.1029/2008GC002072	-66.0	Extrusive:Igneous	Lava Flow		-77.85		166.68	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD	mc142i	mc1142
70.8	This study:10.1029/2008GC002072	-29.0	Extrusive:Igneous	Lava Flow		-77.85		166.68	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD	mc142k	mc1142
89.0	This study:10.1029/2008GC002072	-78.0	Extrusive:Igneous	Lava Flow		-78.24		162.88	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD	mc143a	mc1143
83.2	This study:10.1029/2008GC002072	-83.5	Extrusive:Igneous	Lava Flow		-78.24		162.88	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD	mc143b	mc1143
87.4	This study:10.1029/2008GC002072	-71.5	Extrusive:Igneous	Lava Flow		-78.24		162.88	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD	mc143c	mc1143
81.2	This study:10.1029/2008GC002072	-74.5	Extrusive:Igneous	Lava Flow		-78.24		162.88	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD	mc143d	mc1143
78.4	This study:10.1029/2008GC002072	-70.0	Extrusive:Igneous	Lava Flow		-78.24		162.88	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD	mc143g	mc1143
63.8	This study:10.1029/2008GC002072	-73.0	Extrusive:Igneous	Lava Flow		-78.24		162.88	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD	mc143h	mc1143
81.3	This study:10.1029/2008GC002072	-68.5	Extrusive:Igneous	Lava Flow		-78.24		162.88	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD	mc143i	mc1143
165.7	This study:10.1029/2008GC002072	-40.0	Extrusive:Igneous	Lava Flow		-77.85		166.69	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD	mc144a	mc1144
156.7	This study:10.1029/2008GC002072	-39.0	Extrusive:Igneous	Lava Flow		-77.85		166.69	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD	mc144b	mc1144
111.6	This study:10.1029/2008GC002072	-51.0	Extrusive:Igneous	Lava Flow		-77.85		166.69	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD	mc144d	mc1144
117.4	This study:10.1029/2008GC002072	-51.0	Extrusive:Igneous	Lava Flow		-77.85		166.69	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD	mc144e	mc1144
108.1	This study:10.1029/2008GC002072	-47.0	Extrusive:Igneous	Lava Flow		-77.85		166.69	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD	mc144f	mc1144
185.9	This study:10.1029/2008GC002072	-44.0	Extrusive:Igneous	Lava Flow		-77.85		166.69	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD	mc144h	mc1144
194.7	This study:10.1029/2008GC002072	-35.0	Extrusive:Igneous	Lava Flow		-77.85		166.69	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD	mc144j	mc1144
206.4	This study:10.1029/2008GC002072	-31.5	Extrusive:Igneous	Lava Flow		-77.85		166.69	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD	mc144k	mc1144
94.8	This study:10.1029/2008GC002072	-54.0	Extrusive:Igneous	Lava Flow		-78.24		162.89	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD	mc145b	mc1145
96.0	This study:10.1029/2008GC002072	-55.5	Extrusive:Igneous	Lava Flow		-78.24		162.89	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD	mc145c	mc1145
132.0	This study:10.1029/2008GC002072	-53.5	Extrusive:Igneous	Lava Flow		-78.24		162.89	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD	mc145f	mc1145
136.8	This study:10.1029/2008GC002072	-59.5	Extrusive:Igneous	Lava Flow		-78.24		162.89	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD	mc145i	mc1145
103.3	This study:10.1029/2008GC002072	-48.0	Extrusive:Igneous	Lava Flow		-78.24		162.89	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD	mc145j	mc1145
102.5	This study:10.1029/2008GC002072	-50.0	Extrusive:Igneous	Lava Flow		-78.24		162.89	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD	mc145k	mc1145
103.0	This study:10.1029/2008GC002072	-63.5	Extrusive:Igneous	Lava Flow		-78.24		162.89	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD	mc145l	mc1145
320.1	This study:10.1029/2008GC002072	-34.0	Extrusive:Igneous	Lava Flow		-78.22		162.96	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD	mc146a	mc1146
347.1	This study:10.1029/2008GC002072	-17.0	Extrusive:Igneous	Lava Flow		-78.22		162.96	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD	mc146d	mc1146
272.3	This study:10.1029/2008GC002072	-34.5	Extrusive:Igneous	Lava Flow		-78.22		162.96	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD	mc146e	mc1146
278.8	This study:10.1029/2008GC002072	-51.0	Extrusive:Igneous	Lava Flow		-78.22		162.96	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD	mc146f	mc1146
329.0	This study:10.1029/2008GC002072	-25.0	Extrusive:Igneous	Lava Flow		-78.22		162.96	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD	mc146h	mc1146
328.2	This study:10.1029/2008GC002072	-25.5	Extrusive:Igneous	Lava Flow		-78.22		162.96	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD	mc146i	mc1146
267.4	This study:10.1029/2008GC002072	-36.0	Extrusive:Igneous	Lava Flow		-78.22		162.96	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD	mc146j	mc1146
292.4	This study:10.1029/2008GC002072	-33.0	Extrusive:Igneous	Lava Flow		-78.22		162.96	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD	mc146k	mc1146
205.6	This study:10.1029/2008GC002072	-78.5	Extrusive:Igneous	Lava Flow		-78.2		162.96	FS-LOC-GPS:SO-GPS-DIFF:SO-POM:FS-FD	mc147a	mc1147
206.4	This study:10.1029/2008GC002072	-79.0	Extrusive:Igneous	Lava Flow		-78.2		162.96	FS-LOC-GPS:SO-GPS-DIFF:SO-POM:FS-FD	mc147c	mc1147
197.1	This study:10.1029/2008GC002072	-74.0	Extrusive:Igneous	Lava Flow		-78.2		162.96	FS-LOC-GPS:SO-GPS-DIFF:SO-POM:FS-FD	mc147i	mc1147
195.4	This study:10.1029/2008GC002072	-78.0	Extrusive:Igneous	Lava Flow		-78.2		162.96	FS-LOC-GPS:SO-GPS-DIFF:SO-POM:FS-FD	mc147j	mc1147
201.4	This study:10.1029/2008GC002072	-77.0	Extrusive:Igneous	Lava Flow		-78.2		162.96	FS-LOC-GPS:SO-GPS-DIFF:SO-POM:FS-FD	mc147k	mc1147
81.7	This study:10.1029/2008GC002072	-72.0	Extrusive:Igneous	Lava Flow		-77.49		167.25	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD	mc148a	mc1148
61.7	This study:10.1029/2008GC002072	-69.0	Extrusive:Igneous	Lava Flow		-77.49		167.25	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD	mc148b	mc1148
60.7	This study:10.1029/2008GC002072	-57.0	Extrusive:Igneous	Lava Flow		-77.49		167.25	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD	mc148c	mc1148
53.1	This study:10.1029/2008GC002072	-50.0	Extrusive:Igneous	Lava Flow		-77.49		167.25	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD	mc148d	mc1148
95.2	This study:10.1029/2008GC002072	-17.0	Extrusive:Igneous	Lava Flow		-77.49		167.25	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD	mc148f	mc1148
88.6	This study:10.1029/2008GC002072	-42.0	Extrusive:Igneous	Lava Flow		-77.49		167.25	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD	mc148i	mc1148
113.6	This study:10.1029/2008GC002072	-42.0	Extrusive:Igneous	Lava Flow		-77.49		167.25	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD	mc148j	mc1148
105.8	This study:10.1029/2008GC002072	-40.0	Extrusive:Igneous	Lava Flow		-77.49		167.25	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD	mc148k	mc1148
33.2	This study:10.1029/2008GC002072	-53.5	Intrusive:Igneous	Volcanic Dike		-77.49		167.19	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD	mc149a	mc1149
37.2	This study:10.1029/2008GC002072	-82.5	Intrusive:Igneous	Volcanic Dike		-77.49		167.19	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD	mc149b	mc1149
39.2	This study:10.1029/2008GC002072	-55.0	Intrusive:Igneous	Volcanic Dike		-77.49		167.19	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD	mc149d	mc1149
29.7	This study:10.1029/2008GC002072	-52.5	Intrusive:Igneous	Volcanic Dike		-77.49		167.19	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD	mc149e	mc1149
30.2	This study:10.1029/2008GC002072	-58.0	Intrusive:Igneous	Volcanic Dike		-77.49		167.19	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD	mc149g	mc1149
318.0	This study:10.1029/2008GC002072	-43.0	Extrusive:Igneous	Lava Flow		-77.46		169.21	SO-SIGHT:FS-FD	mc14a	mc1014
229.0	This study:10.1029/2008GC002072	-31.0	Extrusive:Igneous	Lava Flow		-77.46		169.21	SO-SIGHT:FS-FD	mc14b	mc1014
209.0	This study:10.1029/2008GC002072	-35.0	Extrusive:Igneous	Lava Flow		-77.46		169.21	SO-SIGHT:FS-FD	mc14c	mc1014
262.0	This study:10.1029/2008GC002072	-34.0	Extrusive:Igneous	Lava Flow		-77.46		169.21	SO-SIGHT:FS-FD	mc14d	mc1014
286.0	This study:10.1029/2008GC002072	-50.0	Extrusive:Igneous	Lava Flow		-77.46		169.21	SO-SIGHT:FS-FD	mc14e	mc1014
230.0	This study:10.1029/2008GC002072	-29.0	Extrusive:Igneous	Lava Flow		-77.46		169.21	SO-SIGHT:FS-FD	mc14f	mc1014
260.0	This study:10.1029/2008GC002072	-37.0	Extrusive:Igneous	Lava Flow		-77.46		169.21	SO-SIGHT:FS-FD	mc14g	mc1014
241.0	This study:10.1029/2008GC002072	-38.0	Extrusive:Igneous	Lava Flow		-77.46		169.21	SO-SIGHT:FS-FD	mc14h	mc1014
186.1	This study:10.1029/2008GC002072	-62.0	Extrusive:Igneous	Lava Flow		-77.71		162.64	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD	mc150b	mc1150
173.0	This study:10.1029/2008GC002072	-22.0	Extrusive:Igneous	Lava Flow		-77.71		162.64	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD	mc150c	mc1150
155.4	This study:10.1029/2008GC002072	-62.0	Extrusive:Igneous	Lava Flow		-77.71		162.64	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD	mc150e	mc1150
160.9	This study:10.1029/2008GC002072	-68.0	Extrusive:Igneous	Lava Flow		-77.71		162.64	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD	mc150f	mc1150
173.3	This study:10.1029/2008GC002072	-72.0	Extrusive:Igneous	Lava Flow		-77.71		162.64	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD	mc150g	mc1150
142.6	This study:10.1029/2008GC002072	-100.0	Intrusive:Igneous	Volcanic Dike		-77.72		162.65	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD	mc152a	mc1152
146.3	This study:10.1029/2008GC002072	-92.0	Intrusive:Igneous	Volcanic Dike		-77.72		162.65	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD	mc152b	mc1152
148.0	This study:10.1029/2008GC002072	-76.0	Intrusive:Igneous	Volcanic Dike		-77.72		162.65	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD	mc152c	mc1152
134.2	This study:10.1029/2008GC002072	-78.0	Intrusive:Igneous	Volcanic Dike		-77.72		162.65	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD	mc152e	mc1152
137.6	This study:10.1029/2008GC002072	-56.0	Intrusive:Igneous	Volcanic Dike		-77.72		162.65	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD	mc152g	mc1152
133.6	This study:10.1029/2008GC002072	-79.0	Intrusive:Igneous	Volcanic Dike		-77.72		162.65	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD	mc152i	mc1152
170.3	This study:10.1029/2008GC002072	-69.0	Intrusive:Igneous	Volcanic Dike		-77.72		162.65	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD	mc152k	mc1152
