tab 	specimens
aniso_alt	aniso_ftest	aniso_ftest12	aniso_ftest23	aniso_ftest_quality	aniso_p	aniso_s	aniso_s_n_measurements	aniso_s_sigma	aniso_tilt_correction	aniso_type	aniso_v1	aniso_v2	aniso_v3	citations	description	dir_dang	dir_dec	dir_inc	dir_mad_free	dir_n_measurements	dir_tilt_correction	experiments	geologic_classes	geologic_types	int_abs	int_abs_max	int_abs_min	int_b_beta	int_cdrat	int_corr	int_corr_aniso	int_corr_cooling_rate	int_corr_nlt	int_dang	int_drat	int_drats	int_f	int_frac	int_fvds	int_g	int_gmax	int_k	int_k_max	int_k_min	int_k_prime	int_mad_coe	int_mad_free	int_n_measurements	int_n_ptrm	int_q	int_scat	int_treat_dc_field	meas_step_max	meas_step_min	meas_step_unit	method_codes	result_quality	sample	software_packages	specimen
														This Study											3.25e-05	3.47e-05	3.04e-05							0.3029240399233759	3.4322147220837187							0.442	0.68	0.207		1.678880816373751	1.9388282688723508						773.0	273.0	Kelvin	IE-BICEP		MU023A		MU023A05
														This Study											4.8e-05	4.8700000000000005e-05	4.72e-05							0.9818481855413342	0.7746096996733307							-0.103	-0.063	-0.143		1.6013698646615675	1.4324605682133924						853.0	373.0	Kelvin	IE-BICEP		MU025A		MU025A03
														This Study											4.1200000000000005e-05	4.5e-05	3.82e-05							2.4449189953847807	1.9191960611339545							-0.159	0.048	-0.373		3.4291917141336947	4.47533905681915						853.0	623.0	Kelvin	IE-BICEP		MU025A		MU025A04
														This Study											4.49e-05	4.73e-05	4.27e-05							1.698104579291373	0.6564062885660022							-0.184	-0.075	-0.295		1.4495358527036497	1.522506105594007						853.0	373.0	Kelvin	IE-BICEP		MU025A		MU025A05
														This Study																																									Kelvin	LP-PI-TRM:LP-PI-BT-IZZI:LP-PI-ALT-PTRM		MU027A		MU027A03
														This Study																																									Kelvin	LP-PI-TRM:LP-PI-BT-IZZI:LP-PI-ALT-PTRM		MU027A		MU027A04
														This Study																																									Kelvin	LP-PI-TRM:LP-PI-BT-IZZI:LP-PI-ALT-PTRM		MU028A		MU028A02
														This Study																																									Kelvin	LP-PI-TRM:LP-PI-BT-IZZI:LP-PI-ALT-PTRM		MU028A		MU028A03
														This Study																																									Kelvin	LP-PI-TRM:LP-PI-BT-IZZI:LP-PI-ALT-PTRM		MU028A		MU028A04
														This Study											3.5e-05	3.69e-05	3.34e-05							1.4805476535460498	1.2091555461726813							0.274	0.428	0.112		1.230546303074797	1.9374679104873471						853.0	473.0	Kelvin	IE-BICEP		MU031A		MU031A02
														This Study											4.18e-05	4.5e-05	3.84e-05							1.006253909067553	3.1368581314176955							0.078	0.312	-0.162		3.814584516750912	3.277054576869061						853.0	273.0	Kelvin	IE-BICEP		MU031A		MU031A03
														This Study											4.3700000000000005e-05	4.66e-05	4.1e-05							1.5167899353618506	1.0986631261153896							0.122	0.291	-0.052		1.1387547539671403	1.7963716896987525						823.0	373.0	Kelvin	IE-BICEP		MU031B		MU031B02
														This Study											4.8700000000000005e-05	5.22e-05	4.54e-05							2.137678496042005	1.0936991145919763							0.16	0.365	-0.071		2.726382487619059	2.938159989679374						823.0	373.0	Kelvin	IE-BICEP		MU031B		MU031B03
														This Study																																									Kelvin	LP-PI-TRM:LP-PI-BT-IZZI:LP-PI-ALT-PTRM		MU034A		MU034A02
														This Study											3.9e-06	4.7e-06	3.3e-06							3.010554057745172	0.7599237869467982							1.342	1.69	1.04		3.7539468524668287	4.0247950694321855						843.0	273.0	Kelvin	IE-BICEP		MU036A		MU036A03
														This Study											1.1e-05	1.15e-05	1.06e-05							1.1852710119497574	0.6353012293709527							-0.139	-0.036	-0.233		2.191569214780331	2.024168022798729						843.0	273.0	Kelvin	IE-BICEP		MU036A		MU036A04
														This Study											1.22e-05	1.24e-05	1.19e-05							1.374482408264274	1.4633360923622047							-0.186	-0.141	-0.233		3.1392566803863824	2.899586359557669						853.0	373.0	Kelvin	IE-BICEP		MU036B		MU036B02
														This Study											1.22e-05	1.25e-05	1.19e-05							2.2569949582541016	0.9967261651232124							-0.23	-0.18	-0.281		3.114750471205415	2.875157507564692						853.0	273.0	Kelvin	IE-BICEP		MU036B		MU036B03
														This Study											1.43e-05	1.5199999999999998e-05	1.34e-05							1.3651394917734487	4.18127708150169							-0.402	-0.27	-0.531		3.103992632767988	3.3889944216200463						793.0	273.0	Kelvin	IE-BICEP		OA014A		OA014A09
														This Study											7.2000000000000005e-06	8e-06	6.7e-06							2.338980169179439	9.150328056403612							0.434	0.64	0.221		1.6092205976173146	2.440236129511632						833.0	698.0	Kelvin	IE-BICEP		OA014A		OA014A10
														This Study											1.92e-05	2e-05	1.84e-05							1.386989654557841	2.686159830478509							0.053	0.193	-0.105		1.3203841158857652	1.7013610000818222						833.0	273.0	Kelvin	IE-BICEP		OA014A		OA014A11
														This Study																																									Kelvin	LP-PI-TRM:LP-PI-BT-IZZI:LP-PI-ALT-PTRM		OA100A		OA100A02
														This Study																																									Kelvin	LP-PI-TRM:LP-PI-BT-IZZI:LP-PI-ALT-PTRM		OA100A		OA100A03
														This Study																																									Kelvin	LP-PI-TRM:LP-PI-BT-IZZI:LP-PI-ALT-PTRM		OA100A		OA100A04
														This Study																																									Kelvin	LP-PI-TRM:LP-PI-BT-IZZI:LP-PI-ALT-PTRM		OA100B		OA100B02
														This Study																																									Kelvin	LP-PI-TRM:LP-PI-BT-IZZI:LP-PI-ALT-PTRM		OA100C		OA100C02
														This Study											3.99e-05	4.14e-05	3.84e-05							1.99143826643525	1.4646557674135572							0.305	0.426	0.176		2.1318459853694467	2.042904285769367						843.0	273.0	Kelvin	IE-BICEP		OA101B		OA101B02
														This Study											3.92e-05	4.07e-05	3.75e-05							0.9724928731750924	4.294608315511751							0.393	0.527	0.234		0.9602879533384509	1.16935892578583						793.0	273.0	Kelvin	IE-BICEP		OA101B		OA101B03
														This Study											3.61e-05	3.78e-05	3.44e-05							0.5872125096207502	2.6553751791245848							0.393	0.545	0.241		1.0780065644231995	1.3956133639596586						793.0	273.0	Kelvin	IE-BICEP		OA101B		OA101B04
														This Study																																									Kelvin	LP-PI-TRM:LP-PI-BT-IZZI:LP-PI-ALT-PTRM		OA104A		OA104A02
														This Study																																									Kelvin	LP-PI-TRM:LP-PI-BT-IZZI:LP-PI-ALT-PTRM		OA104A		OA104A03
														This Study																																									Kelvin	LP-PI-TRM:LP-PI-BT-IZZI:LP-PI-ALT-PTRM		OA104A		OA104A04
														This Study																																									Kelvin	LP-PI-TRM:LP-PI-BT-IZZI:LP-PI-ALT-PTRM		OA106A		OA106A03
														This Study																																									Kelvin	LP-PI-TRM:LP-PI-BT-IZZI:LP-PI-ALT-PTRM		OA106A		OA106A04
														This Study											1.5199999999999998e-05	1.6e-05	1.44e-05							2.8701429500814863	2.6287618358565648							-0.296	-0.197	-0.392		4.068662022195837	3.5270361441687803						853.0	373.0	Kelvin	IE-BICEP		OA108A		OA108A03
														This Study											2.26e-05	2.39e-05	2.15e-05							1.0511549253403725	1.838978979869384							0.064	0.185	-0.058		3.218072679556034	2.860392763282697						853.0	473.0	Kelvin	IE-BICEP		OA108A		OA108A04
														This Study																																									Kelvin	LP-PI-TRM:LP-PI-BT-IZZI:LP-PI-ALT-PTRM		OA113A		OA113A02
														This Study											2.4100000000000003e-05	2.54e-05	2.29e-05							1.273956222067129	2.6991065297623837							0.235	0.332	0.133		1.1653014638703283	1.4173157679589177						853.0	473.0	Kelvin	IE-BICEP		OA114A		OA114A02
														This Study											2.6600000000000003e-05	2.9100000000000003e-05	2.44e-05							3.4757058852897185	1.0463789446320098							-0.064	0.134	-0.28		3.5711225315476995	4.030892101164792						853.0	373.0	Kelvin	IE-BICEP		OA114A		OA114A03
														This Study											2.33e-05	2.57e-05	2.14e-05							1.513553469655164	1.9740430669108784							0.2	0.328	0.064		2.379464327916186	2.1313574681012235						853.0	373.0	Kelvin	IE-BICEP		OA114A		OA114A04
														This Study											2.38e-05	2.44e-05	2.32e-05							0.5567872527434569	1.9275754601539792							-0.081	-0.012	-0.15		1.3863892095963724	1.242312004723891						833.0	273.0	Kelvin	IE-BICEP		OA116A		OA116A03
														This Study											1.5e-05	1.53e-05	1.47e-05							1.2672659733674083	1.989958525925896							0.522	0.586	0.458		3.57343936790708	3.8496106380528015						833.0	273.0	Kelvin	IE-BICEP		OA116A		OA116A04
														This Study											2.73e-05	2.87e-05	2.59e-05							1.0686009701596333	1.273319342279036							-0.187	-0.065	-0.308		2.3313766120587736	2.513547951818196						793.0	273.0	Kelvin	IE-BICEP		OA116A		OA116A05
														This Study											1.97e-05	2.03e-05	1.92e-05							5.085859270136783	2.4559646070679237							0.331	0.431	0.227		1.7734159796787083	3.1587914289559165						823.0	273.0	Kelvin	IE-BICEP		OA117A		OA117A03
														This Study																																									Kelvin	LP-PI-TRM:LP-PI-BT-IZZI:LP-PI-ALT-PTRM		OA117A		OA117A04
														This Study											1.16e-05	1.28e-05	1.07e-05							2.6187436119092906	2.0907902503912816							0.136	0.322	-0.044		2.598898848256336	3.267552061231368						853.0	373.0	Kelvin	IE-BICEP		OA123A		OA123A03
														This Study											5.4e-06	3.45e-05	3.9e-06							6.887713361705604	1.1062307768733404							0.644	1.094	-0.661		0.0	4.2159610886294425						623.0	373.0	Kelvin	IE-BICEP		OA123A		OA123A04
														This Study											4.4e-05	4.66e-05	4.16e-05							1.0951299196750786	0.4200391100245031							-0.158	-0.055	-0.266		2.61117816696984	3.0923282971654267						853.0	373.0	Kelvin	IE-BICEP		OA124A		OA124A03
														This Study											2.68e-05	2.84e-05	2.53e-05							1.616978606843141	1.902889091593448							0.313	0.475	0.161		1.0416038314767404	1.3097216696454643						853.0	273.0	Kelvin	IE-BICEP		OA124A		OA124A04
														This Study																																									Kelvin	LP-PI-TRM:LP-PI-BT-IZZI:LP-PI-ALT-PTRM		MU027A		MU027A07
														This Study																																									Kelvin	LP-PI-TRM:LP-PI-BT-IZZI:LP-PI-ALT-PTRM		MU027A		MU027A08
														This Study																																									Kelvin	LP-PI-TRM:LP-PI-BT-IZZI:LP-PI-ALT-PTRM		MU027A		MU027A09
														This Study											2.5e-05	2.96e-05	2.22e-05							3.9815565341554096	5.561726088788123							0.629	1.006	0.094		3.661950324993704	3.880834396847824						773.0	373.0	Kelvin	IE-BICEP		MU106A		MU106A03
														This Study											2.82e-05	5.83e-05	1.83e-05							6.953869492656484	0.7866368932309807							0.16	1.4	-2.141		0.0	5.425524537648871						623.0	373.0	Kelvin	IE-BICEP		MU106A		MU106A04
														This Study											2.17e-05	4.08e-05	1.64e-05							6.489438752766265	6.093123565940728							0.727	1.644	-0.744		4.68805277590318	6.409597727949201						723.0	373.0	Kelvin	IE-BICEP		MU106A		MU106A05
														This Study											1.22e-05	3.74e-05	1.02e-05							4.702734403694491	1.3666917897987898							1.573	1.941	-0.514		4.960163740719933	5.403242684968765						673.0	373.0	Kelvin	IE-BICEP		MU106B		MU106B03
														This Study											1.26e-05	1.42e-05	1.14e-05							9.06091719579311	3.357051329757468							0.929	1.316	0.641		4.697609750248413	5.750440505941656						803.0	273.0	Kelvin	IE-BICEP		MU106B		MU106B04
														This Study											1.6899999999999997e-05	4.33e-05	1.09e-05							0.4433589070906528	6.605537421109668							0.701	1.823	-0.736		0.1569232305075931	0.3265885256014479						673.0	373.0	Kelvin	IE-BICEP		MU106C		MU106C03
														This Study											1.85e-05	1.98e-05	1.73e-05							5.687436663751939	5.584645540927872							0.559	0.807	0.291		3.0202078083540207	5.310423309526022						803.0	373.0	Kelvin	IE-BICEP		MU109A		MU109A03
														This Study											1.74e-05	2.24e-05	1.5e-05							9.066717144795216	6.846913244828907							-0.046	0.584	-0.698		4.16030143801656	4.461420790372779						723.0	273.0	Kelvin	IE-BICEP		MU109A		MU109A04
														This Study											1.82e-05	2.16e-05	1.55e-05							2.876476836171573	2.960142205403193							0.682	1.407	-0.398		2.2980789950880616	2.578918621668441						673.0	273.0	Kelvin	IE-BICEP		MU109A		MU109A05
														This Study											1.9e-05	2.17e-05	1.7e-05							8.207036284990446	2.712138471319213							0.215	0.668	-0.282		3.934104007471075	8.180620166979331						698.0	373.0	Kelvin	IE-BICEP		MU109A		MU109A06
														This Study											1.75e-05	1.91e-05	1.6100000000000002e-05							9.501000550329374	4.222920822797267							0.291	0.531	0.039		3.585155239104562	5.329145475928289						803.0	373.0	Kelvin	IE-BICEP		MU109A		MU109A07
														This Study											6e-06	6.2e-06	5.9e-06							2.59799418816875	3.953836354376968							1.051	1.132	0.974		2.9510536225638058	2.92378454525353						783.0	273.0	Kelvin	IE-BICEP		MU111A		MU111A03
														This Study											7.8e-06	8.2e-06	7.5e-06							3.4562193093037914	2.784354049149269							0.953	1.069	0.826		2.0992942912987607	3.13403810495379						783.0	373.0	Kelvin	IE-BICEP		MU111A		MU111A04
														This Study											1.56e-05	1.6100000000000002e-05	1.5e-05							1.4124486192280163	5.011503694706895							-0.051	0.02	-0.128		1.9515778330594944	3.1656585251205365						843.0	473.0	Kelvin	IE-BICEP		MU111A		MU111A05
														This Study											7.599999999999999e-06	8.1e-06	7.2000000000000005e-06							6.566373446495386	1.5219877860740618							0.981	1.162	0.786		2.985433769748701	3.74260659023906						723.0	273.0	Kelvin	IE-BICEP		MU111A		MU111A06
														This Study											3.78e-05	4.17e-05	3.51e-05							0.8541638459042001	1.0805959845401545							-0.201	0.086	-0.437		1.0154857878914123	1.8937565261878504						773.0	273.0	Kelvin	IE-BICEP		MU113B		MU113B02
														This Study																																									Kelvin	LP-PI-TRM:LP-PI-BT-IZZI:LP-PI-ALT-PTRM		MU113B		MU113B03
														This Study											5.29e-05	5.73e-05	4.88e-05							1.123176273987292	1.894569168549893							-0.086	0.139	-0.33		1.1891100120279778	1.089945496852528						833.0	373.0	Kelvin	IE-BICEP		MU113D		MU113D03
														This Study											5.08e-05	6.03e-05	4.39e-05							1.81290409959614	0.6351720740308026							-0.454	-0.113	-0.784		2.0177069256241777	1.9481734601536655						853.0	373.0	Kelvin	IE-BICEP		MU113D		MU113D04
														This Study											4.81e-05	5.35e-05	4.32e-05							2.7839972171663305	0.5922935426071144							-0.083	0.141	-0.267		1.5293808428251103	1.6613826020325364						853.0	373.0	Kelvin	IE-BICEP		ML001A		ML001A02
														This Study											3.810000000000001e-05	4.05e-05	3.59e-05							0.8473871421632002	0.4625394438528729							-0.019	0.122	-0.159		1.025240134797706	0.9903973862805884						843.0	373.0	Kelvin	IE-BICEP		ML001A		ML001A03
														This Study											3.71e-05	3.88e-05	3.5600000000000005e-05							1.163422682350873	0.8478138374308436							0.096	0.212	-0.022		0.9932513592166016	1.3539099780124184						843.0	373.0	Kelvin	IE-BICEP		ML001A		ML001A04
														This Study											2.18e-05	2.36e-05	2.04e-05							1.294113717229512	1.6895950674470024							-0.281	-0.14	-0.427		2.0098125236511817	2.656900041319144						853.0	473.0	Kelvin	IE-BICEP		ML001B		ML001B02
														This Study											1.65e-05	1.87e-05	1.5e-05							0.9214416884664648	2.415538386506232							-0.236	-0.084	-0.401		4.646072246813186	4.731478184905557						853.0	373.0	Kelvin	IE-BICEP		ML001B		ML001B03
														This Study																																									Kelvin	LP-PI-TRM:LP-PI-BT-IZZI:LP-PI-ALT-PTRM		ML003A		ML003A03
														This Study																																									Kelvin	LP-PI-TRM:LP-PI-BT-IZZI:LP-PI-ALT-PTRM		ML003A		ML003A04
														This Study																																									Kelvin	LP-PI-TRM:LP-PI-BT-IZZI:LP-PI-ALT-PTRM		ML003A		ML003A05
														This Study																																									Kelvin	LP-PI-TRM:LP-PI-BT-IZZI:LP-PI-ALT-PTRM		ML003A		ML003A06
														This Study																																									Kelvin	LP-PI-TRM:LP-PI-BT-IZZI:LP-PI-ALT-PTRM		ML004A		ML004A03
														This Study																																									Kelvin	LP-PI-TRM:LP-PI-BT-IZZI:LP-PI-ALT-PTRM		ML004A		ML004A04
														This Study																																									Kelvin	LP-PI-TRM:LP-PI-BT-IZZI:LP-PI-ALT-PTRM		ML004A		ML004A05
														This Study																																									Kelvin	LP-PI-TRM:LP-PI-BT-IZZI:LP-PI-ALT-PTRM		ML004A		ML004A06
														This Study																																									Kelvin	LP-PI-TRM:LP-PI-BT-IZZI:LP-PI-ALT-PTRM		ML005A		ML005A02
														This Study																																									Kelvin	LP-PI-TRM:LP-PI-BT-IZZI:LP-PI-ALT-PTRM		ML005A		ML005A03
														This Study																																									Kelvin	LP-PI-TRM:LP-PI-BT-IZZI:LP-PI-ALT-PTRM		ML005B		ML005B02
														This Study																																									Kelvin	LP-PI-TRM:LP-PI-BT-IZZI:LP-PI-ALT-PTRM		ML005B		ML005B03
														This Study																																									Kelvin	LP-PI-TRM:LP-PI-BT-IZZI:LP-PI-ALT-PTRM		ML007A		ML007A02
														This Study																																									Kelvin	LP-PI-TRM:LP-PI-BT-IZZI:LP-PI-ALT-PTRM		ML007A		ML007A03
														This Study																																									Kelvin	LP-PI-TRM:LP-PI-BT-IZZI:LP-PI-ALT-PTRM		ML007B		ML007B02
														This Study																																									Kelvin	LP-PI-TRM:LP-PI-BT-IZZI:LP-PI-ALT-PTRM		ML007B		ML007B03
														This Study																																									Kelvin	LP-PI-TRM:LP-PI-BT-IZZI:LP-PI-ALT-PTRM		ML008A		ML008A03
														This Study																																									Kelvin	LP-PI-TRM:LP-PI-BT-IZZI:LP-PI-ALT-PTRM		ML008A		ML008A04
														This Study																																									Kelvin	LP-PI-TRM:LP-PI-BT-IZZI:LP-PI-ALT-PTRM		ML008A		ML008A05
														This Study																																									Kelvin	LP-PI-TRM:LP-PI-BT-IZZI:LP-PI-ALT-PTRM		ML009A		ML009A03
														This Study																																									Kelvin	LP-PI-TRM:LP-PI-BT-IZZI:LP-PI-ALT-PTRM		ML009A		ML009A04
														This Study																																									Kelvin	LP-PI-TRM:LP-PI-BT-IZZI:LP-PI-ALT-PTRM		ML009A		ML009A05
														This Study																																									Kelvin	LP-PI-TRM:LP-PI-BT-IZZI:LP-PI-ALT-PTRM		ML011A		ML011A02
														This Study																																									Kelvin	LP-PI-TRM:LP-PI-BT-IZZI:LP-PI-ALT-PTRM		ML011A		ML011A03
														This Study																																									Kelvin	LP-PI-TRM:LP-PI-BT-IZZI:LP-PI-ALT-PTRM		ML011B		ML011B02
														This Study																																									Kelvin	LP-PI-TRM:LP-PI-BT-IZZI:LP-PI-ALT-PTRM		ML011B		ML011B03
														This Study											2.94e-05	2.98e-05	2.9e-05							0.3311047599614276	1.447905244750782							0.085	0.124	0.046		1.838624757537388	1.6828734677223802						853.0	473.0	Kelvin	IE-BICEP		ML012A		ML012A03
														This Study											2.96e-05	3.1e-05	2.83e-05							0.2489368896154758	1.3474482144080455							0.071	0.217	-0.076		0.6384167388126524	0.6696882669667348						853.0	473.0	Kelvin	IE-BICEP		ML012A		ML012A04
														This Study											3.08e-05	3.16e-05	3e-05							0.7863116363883363	1.0002992607793093							0.198	0.275	0.119		2.189134763956819	1.93982244931559						853.0	473.0	Kelvin	IE-BICEP		ML012A		ML012A05
														This Study											2.92e-05	3.08e-05	2.78e-05							0.8036468854693141	1.0482345925920635							-0.03	0.128	-0.193		1.0815331449238013	1.089911035188549						853.0	473.0	Kelvin	IE-BICEP		ML012A		ML012A06
														This Study											3.33e-05	3.94e-05	2.7e-05							5.047032492580504	2.340556881675846							-0.241	0.252	-0.798		3.228362619389602	3.340348367785898						853.0	273.0	Kelvin	IE-BICEP		ML013A		ML013A03
														This Study											3.25e-05	3.67e-05	2.84e-05							2.710782994888293	2.054799419333197							-0.164	0.135	-0.47		2.782363083018645	2.941872849759709						853.0	373.0	Kelvin	IE-BICEP		ML013A		ML013A04
														This Study											3.15e-05	3.88e-05	2.51e-05							5.659158329665416	5.341127066609101							-0.314	0.212	-0.978		3.0132865727862344	2.830523706232158						853.0	273.0	Kelvin	IE-BICEP		ML013A		ML013A05
														This Study																																									Kelvin	LP-PI-TRM:LP-PI-BT-IZZI:LP-PI-ALT-PTRM		ML013A		ML013A06
														This Study																																									Kelvin	LP-PI-TRM:LP-PI-BT-IZZI:LP-PI-ALT-PTRM		ML014A		ML014A03
														This Study																																									Kelvin	LP-PI-TRM:LP-PI-BT-IZZI:LP-PI-ALT-PTRM		ML014A		ML014A04
														This Study																																									Kelvin	LP-PI-TRM:LP-PI-BT-IZZI:LP-PI-ALT-PTRM		ML014A		ML014A05
														This Study																																									Kelvin	LP-PI-TRM:LP-PI-BT-IZZI:LP-PI-ALT-PTRM		ML014A		ML014A06
														This Study											1.54e-05	1.57e-05	1.51e-05							0.7419619566352506	2.5303319105238744							0.107	0.168	0.045		2.2649175344487453	1.8961707656898528						823.0	373.0	Kelvin	IE-BICEP		ML015A		ML015A03
														This Study											1.94e-05	2.01e-05	1.88e-05							0.8800400210420268	0.919766269557814							0.273	0.348	0.182		2.204399464298774	2.080714045605746						843.0	373.0	Kelvin	IE-BICEP		ML015A		ML015A04
